#M impl c-lto
#M clock QueryPerformanceCounter
#M qpc_hz 10000000
#M target_batch_ns 200000
#W oneshot crc_8 16 16384 500
277300,246900,246900,246800,277500,248100,248100,247800,277000,246800,246800,247100,277700,247700,248100,264900,260100,247000,248100,277800,248100,247700,246800,294600,256600,256400,256800,257400,257800,256900,256400,255900,256100,256500,255900,256000,257300,288000,276100,248900,293800,281000,265700,248200,247600,278500,247900,247800,247300,250600,248000,248100,247700,249800,247600,247000,248100,250600,248100,247800,247800,249500,247100,246900,248000,277700,247100,246800,247400,249600,247500,248200,247100,250800,247800,247500,247800,250300,248300,248500,247900,250700,247900,247500,247700,262500,247700,248100,248300,310400,249200,248900,248800,248900,249300,249200,249200,248800,249200,249000,248900,248800,249100,249900,371700,256100,261400,247100,251800,248100,247800,247900,251000,246900,247100,247800,250500,247800,247500,280900,248000,247700,247300,250300,248100,248100,247700,249400,247300,247000,247700,264700,261500,248000,248000,249900,248000,248400,248200,250100,247700,248400,248100,250100,248000,248000,247700,250200,248300,247900,247700,249800,247700,247700,247800,249700,248100,247900,248000,264900,266200,250200,248800,249200,249000,249400,249300,249300,248600,248400,248200,248100,247800,248900,249900,315600,329300,255200,258500,254600,254600,254400,257400,255600,321300,255100,258300,255200,255600,257500,255600,255500,255500,257300,254300,254600,254200,256500,254400,254300,255600,270300,255500,255500,255300,257300,254900,255200,255500,257600,255300,255300,255300,257000,254800,254700,255200,257800,255000,255100,255500,257800,255200,255300,255200,258000,255300,255500,258600,259900,256200,256400,257000,256900,256700,256500,256600,256100,255900,256200,256800,257800,258000,292500,247200,247100,247100,255900,248100,305500,247200,252100,247700,248100,248100,251300,247700,248000,247300,251700,247800,247900,248100,254800,248000,247800,248100,252000,247700,247800,248100,251400,247700,248100,248100,252200,247700,248100,277000,251700,247300,248100,247900,251500,247600,248100,248400,251800,248200,247900,247700,252700,248000,248000,248000,251600,247700,247600,247700,293400,247400,247800,247800,248100,248400,248200,248000,248500,248500,248100,248200,247700,250000,283800,247800,247800,247600,250400,248000,248000,248600,264700,247900,247600,247600,250000,247700,247500,247100,278600,246800,247200,247700,249400,247500,247700,247100,250400,248200,248000,248200,250100,247500,248100,248000,249900,247200,247900,247400,250000,247400,247500,247500,249500,248000,247700,247300,250300,247900,248500,247500,251000,247700,247700,248100,249500,247900,247800,247600,280700,355500,279100,274900,261900,260800,296600,276800,340700,887600,392300,277400,265600,255100,255300,267600,251600,248700,248400,248800,251400,249600,249100,248300,250500,247500,247800,248100,249800,247900,247600,248400,250400,247800,248000,248000,249800,246900,247600,248100,250000,247800,247600,247900,250000,247300,247800,247900,250600,247900,247700,248000,249700,247100,248000,246800,250200,248000,247600,248500,266900,257500,256100,256500,275900,255800,256000,255700,293100,255700,255500,254500,259600,255800,360100,309900,305100,247600,281700,248100,248100,247600,250700,247900,247700,247800,249700,248000,247700,247800,250500,247300,248200,248400,250500,248200,248100,247700,250300,248100,247700,248100,250800,248100,248300,247400,250100,247900,247500,248000,251100,248300,247500,248300,250600,248000,247600,248000,250100,247600,247600,247500,250300,246900,247600,246800,249500,247700,247900,247800,269600
#W oneshot crc_16 16 8192 500
207800,208000,240600,207700,264000,279700,202000,201600,201600,201700,202100,207100,201600,201700,201600,201500,203900,201900,201700,201900,203700,201600,201700,202200,201600,203900,201500,201600,201700,201500,203500,201600,201700,201600,201900,203800,201700,201600,201900,201900,204300,201800,201800,201800,201900,204400,202100,202000,202100,201600,204600,201900,201700,201800,201800,204200,201800,202100,202100,201600,218000,201700,201800,201600,201500,204300,201700,201600,201700,201700,204100,201800,201600,201800,201700,204300,201600,201500,201600,201500,227900,209000,209000,209100,208900,210000,209500,209000,208800,208100,209000,208400,208600,208900,209100,211500,215500,208400,207900,208100,207900,210400,207900,207700,207800,207900,210100,207900,207900,207900,209600,207600,207900,207700,207800,209800,207600,207700,207800,207800,209800,207800,207800,207900,207700,210200,207600,207800,208100,207900,210300,207900,208000,207900,210100,208200,207800,207900,207700,210400,208100,207800,208200,207900,211200,207900,208700,207700,207800,210600,207900,207700,207700,210400,233900,240600,235100,214300,206100,201900,201700,201800,201700,235000,221000,216100,202900,203300,203300,202800,203400,203800,202600,203200,203000,202200,203200,203600,203700,236500,201800,201600,201600,201600,204000,201700,201700,201700,203500,201700,201500,201700,201800,203900,201700,201700,202100,201700,204700,201600,231900,202100,201800,216600,201800,201900,201700,201900,204300,202000,202100,201700,202300,203800,201800,202000,202000,202000,204400,202000,202300,201600,201600,204500,201500,201700,201800,201700,321400,241400,229900,273900,268400,236900,246400,225000,201800,201700,201800,201700,206300,201700,201600,216900,217400,248400,201800,201800,201900,202000,202100,202100,202300,202800,202400,202700,202600,202000,202300,203400,204000,235200,201900,202100,201700,201700,204500,202200,201700,201800,202600,204200,201500,201900,201500,202200,204400,201700,201900,201800,201800,204000,201700,201700,201700,203500,201600,201800,202000,201900,204300,202000,202100,201700,202200,204800,201700,202200,201800,202100,220000,214400,201700,202000,202100,204400,202000,201600,201900,201700,203800,201700,201600,201800,201700,204000,202000,201900,201900,201800,203900,201600,201500,201700,201500,262500,231000,231500,202900,203500,203300,204200,202400,203200,202400,202500,202900,202400,202500,203000,205100,236600,202400,202300,202900,201600,210800,201700,202100,201800,201800,204000,201900,201800,201600,201900,204000,201500,201800,201600,201800,203800,201700,201500,201500,201500,203800,201800,201900,201700,203800,201600,201600,201600,201800,219000,216500,201600,201900,201800,204200,201700,202100,201800,201600,204100,201700,201800,202000,201700,204000,202000,201600,202100,201800,203800,201800,201800,201700,201700,203800,201900,201600,201700,201600,263400,235600,204000,203800,202800,203800,203000,203300,202600,202800,202800,202700,202800,203500,203900,237100,202200,202000,201700,201700,204000,201800,202000,201600,201900,203800,201900,201800,201700,201900,203600,201800,201600,201700,201600,203600,201900,201800,202100,201600,203900,202000,201700,201700,203000,224400,211300,211300,214600,205300,201700,201900,201700,201800,204000,201900,201500,201600,201800,204200,201500,201800,201900,201900,204000,201700,201800,201700,201600,203700,201800,201800,201700,201700,203600,201800,202100,201700,201700,261800,203600,203300,234300,203100,203800,204300,203400,203500,202900,203400,202500,202900,202500,203500,204400
#W oneshot crc_modbus 16 8192 500
201500,201500,201500,201500,203900,201500,201500,201600,201400,203600,201600,201600,201400,201500,203800,201600,201600,201600,201500,307700,214400,201400,201600,208000,201400,201600,201600,201500,205600,201400,201500,201500,201600,205400,201500,201600,201700,201500,205500,201500,201500,201400,205000,201500,201400,201500,201600,205700,201700,201600,247500,208600,214600,237200,216300,201800,202200,207600,201800,201700,202100,202500,251600,201700,201600,201700,201600,202000,202100,202100,202900,202100,202100,202200,202300,203200,204100,208000,201900,201700,201900,201900,204000,201800,201800,202500,202600,203900,201700,201900,201400,201600,219600,214400,201800,201800,201800,232900,201500,201900,201800,201500,203800,201600,201700,201700,201600,204300,201600,201800,201800,201800,203900,201900,201700,201900,201700,203800,201800,201800,201900,201800,204100,202200,202100,201800,203900,202000,201700,202200,201800,218500,201600,201800,201600,201900,203700,201500,201700,201700,201700,203800,201800,202000,259100,201700,261400,266100,276700,240000,296600,303100,388900,201400,201500,201500,201800,201700,202100,202500,202600,203100,203100,203900,204900,203400,292200,280300,267600,217800,201500,209000,201600,201400,216800,216000,205600,201600,201600,201400,201500,205300,201500,201500,201400,201500,205300,201500,201600,201500,201600,205800,201600,201500,201600,201500,205500,201500,201600,201500,201500,205400,201500,201600,201600,201600,205300,201600,202000,201800,206200,201600,201600,201500,201600,205300,201500,201700,201700,201800,205700,201500,201900,201800,201700,205800,201700,201600,201800,202100,248600,202000,201600,201800,201900,201900,201900,202400,202300,202000,202500,202800,202500,204500,203400,202900,205300,279600,208200,217800,201600,205800,201600,201500,201700,202000,204800,201700,201700,201800,202400,204400,201600,201500,201800,201500,203900,201600,201600,201600,201400,203700,201400,201500,201400,201400,209700,201600,201500,201500,203800,201600,201600,201500,201700,203700,201600,201700,201700,201500,203800,201900,201700,201500,201700,203500,202000,201600,201700,201700,204100,201500,201900,201900,202600,203900,201900,201800,201700,201600,203800,201500,201500,201700,201600,235900,203700,202900,203700,203100,204000,202700,204000,202600,202500,202600,203700,204000,267000,207800,217700,201900,205600,201800,201900,201700,201700,204300,202500,201500,201700,201600,204100,201600,201600,201600,201600,203700,201600,201500,201500,201700,203800,201500,201400,201900,201500,204000,201400,201600,201600,201600,203600,201700,201600,201600,201700,204400,201800,201700,202100,201700,204000,201800,201700,201600,203900,201800,202000,201800,201700,204100,201900,201400,201700,201900,203800,201600,201700,201600,201500,203500,201700,201600,201800,202300,203500,201700,201400,201600,201600,234200,205100,203600,203100,202900,203900,219500,211800,210700,221900,203100,202600,203600,224500,214800,201700,202100,201800,209200,201700,201400,201600,201800,204000,201600,201500,202100,201600,203700,201800,202100,201700,201700,204000,201500,201700,201600,201600,203800,201800,201700,202000,201600,204000,201900,201700,201600,204300,201700,201700,201800,202000,203900,201600,202100,201900,201700,204000,201600,201600,201800,201800,204300,202100,201800,201900,201600,203900,201800,201600,201600,201400,203900,201600,201700,202000,201700,203900,201700,202100,201500,202000,204000,201500,201600,201500,201500,235200,203700,202700,203500,202500,203200,202700,202100,202600,203200,203000,204600
#W oneshot crc_32 16 16384 500
350600,340900,327600,332600,327700,327700,331900,328300,327800,331900,327400,328400,331500,327700,328200,331100,327700,328100,331200,327800,328700,327600,331500,328100,328200,332500,327800,328700,332700,328000,327700,332300,328000,328500,334900,328900,328800,340800,328400,328400,404000,327600,328100,329300,328900,329600,329700,334500,328400,328400,330400,328300,327700,330300,328500,328000,330300,328700,327600,330100,328700,328400,329900,329200,328400,330000,328500,328000,331000,327700,329600,330900,329600,328300,331000,328400,328300,330400,328400,328100,329700,327700,328500,346400,341300,328900,361000,376700,328100,333000,328200,328200,360300,331500,331400,363800,330300,329700,329600,331900,332800,328600,330600,330800,328500,328600,330200,328300,328500,329900,327800,328400,330300,327900,328100,330100,328400,328600,330200,328400,327700,330100,328600,329000,330200,328700,328800,336300,328700,327800,330500,328500,328600,361200,328500,328200,330900,328800,328200,329900,328000,328800,329700,328200,328400,361100,331500,332900,331000,331700,330000,329700,336600,328600,328300,329900,328300,328400,330200,328200,328300,330000,327900,328800,330300,328400,328400,330300,328100,328700,330200,328200,328500,328100,330800,328000,328900,330600,329400,328400,360000,328500,328500,331700,328600,328100,330400,328500,328400,330200,328600,329000,330700,328800,328500,330700,328400,327700,390900,330900,330900,331200,329600,329700,331500,364100,328900,329300,331400,328900,328500,330200,328200,328200,330300,328400,328400,334300,328500,328400,329900,328100,328700,330200,328500,328300,346500,343400,328600,332000,328500,328900,358600,328100,328300,330600,328800,328500,331300,328100,328100,330100,328400,328600,330800,328300,328500,374100,345100,331400,330300,331200,330600,331800,333100,333900,328000,328400,330200,328600,328100,329700,328300,328200,330100,328200,328500,330100,328900,328500,329700,328600,330400,359800,329100,328600,330100,328000,328400,330200,328600,328700,331300,329200,328300,330100,328800,328100,330400,328400,327800,358300,328300,328000,330500,328400,327900,386800,331000,330000,331000,331700,329900,329900,332100,333900,328600,328600,335400,327800,328200,330700,328000,327900,331000,328300,328300,358200,328200,329200,403400,341400,329200,330500,328400,329100,330800,328700,328800,330900,328300,328400,330200,328400,328400,330000,328400,328400,330300,328100,328400,330300,328400,329700,330600,328500,328200,389200,331500,331200,330900,329600,329000,329800,337200,328400,328500,328800,330400,329500,328500,330200,328300,328000,330500,328000,328500,428400,327400,331000,327400,327400,329900,327400,328300,329700,327700,328500,329600,327600,328200,330100,328400,327700,328000,330400,328300,328800,329600,329100,328500,330300,328200,328100,330000,343600,342400,401200,329900,330500,330800,329400,329700,330600,336200,328900,329000,329700,328300,328300,330800,328000,328200,361500,414500,389400,427400,382200,351000,332100,330600,333400,330400,329400,331600,357500,330400,331500,329000,328600,330500,328400,328600,330400,328700,328300,330400,328600,328100,330600,328200,328700,330400,328600,328200,373800,346100,329700,331100,332000,332400,330400,331400,336000,328000,328500,330600,328300,328400,360000,327500,328100,330600,328100,328500,330000,329200,328200,330200,328400,328400,330600,328700,328600,330400,328400,328100,333700,328800,329000,331100,328600,327800,330600,328500,328500,334200,328200,328300,329900,327900,328200,330400,328600,328700,328500,392700,331700,331100,330800
#W oneshot crc_64_ecma 16 16384 500
330000,360900,354000,425400,363800,364000,350300,332700,332000,330600,332400,333200,332300,331500,419100,345500,343000,344600,385100,333700,331700,335000,331500,332100,332400,332300,451200,329700,330300,361700,332000,414700,427400,854600,364200,365100,355900,332000,331900,333200,332500,334300,333100,331600,332400,331100,331200,332600,332400,338700,330000,331300,332500,329200,328800,331700,329600,329800,331900,329300,329700,331200,330200,464200,404800,370300,330500,338900,329000,330400,332200,329400,330100,332400,328900,329800,378100,353700,350600,342600,330500,361800,330800,330900,362100,330200,329600,332100,330000,329600,359500,331500,331700,361700,331400,331800,362500,334600,332800,333300,329600,329600,332600,330600,330100,338100,329700,328300,332100,329300,329600,332500,509000,329200,329100,332300,330300,330000,332300,330000,330600,331200,329000,329100,330600,330100,330000,331400,328100,328100,331100,330500,329400,330600,329300,328000,331800,330300,330000,332300,330100,330100,348600,343600,341800,346200,340900,341000,344600,342900,345800,333600,329800,329700,345900,328100,329900,332600,329900,330100,351700,345500,381700,368100,364600,364800,364600,367000,331400,329800,330300,331600,329300,329900,331800,330400,330000,331300,329000,329900,359800,329600,361000,332300,329400,329600,332400,329800,330900,332700,329400,329400,362800,333000,332700,332400,332300,331900,330400,334600,336500,330800,329800,333500,330100,330400,354700,343800,344000,344100,340800,338400,342300,339000,341800,339600,339400,342400,339900,340300,342200,338600,339500,341200,339700,339900,341400,340800,339200,342800,339800,340000,343400,339800,341100,341400,339600,339700,342400,339200,340100,341400,339500,339700,359500,341600,341700,342500,341100,342900,343000,385000,369100,345200,333900,329100,329100,332200,345300,344800,332400,329900,329800,331600,329500,330300,331600,329400,329100,331700,330700,329400,331300,330200,330300,332000,329600,328600,332800,330200,329400,332400,330500,329700,331900,330300,330000,332600,329900,329900,332000,329000,330800,333800,330900,330300,364100,333300,332800,332000,333300,330600,331400,338600,377000,329500,336800,330600,345300,346400,329100,330300,333200,329600,329500,333400,330500,329900,333700,329200,328800,332900,329100,329800,333500,330000,329400,333600,329900,329100,344000,330100,329400,334700,329900,329900,333600,329500,329500,333300,330400,329900,334700,330100,330200,333000,330300,329100,362500,691500,339600,344200,340800,341400,347400,347400,391500,570800,450100,438400,363300,365800,364700,362500,366400,364900,362400,365800,449100,366000,362000,362400,366500,365900,364500,366000,363700,364700,365100,364200,370600,363500,364100,368400,360800,344200,351900,340100,340400,342800,339000,341400,339800,338800,342000,354400,352200,396400,339600,339700,344000,340100,546400,363800,364700,348700,339800,339700,341600,339900,339400,341500,339800,339800,355400,339600,339700,342100,339900,339600,342300,339100,340500,341000,339300,340000,342700,340100,340900,340600,339500,341700,339500,338600,341500,339500,339300,342900,339000,339400,341100,338800,339100,343700,344000,343100,390000,362000,365200,370100,513900,362500,372900,344600,342500,385200,366400,363000,460400,364600,347600,343600,340500,344000,339900,340700,342900,340100,340000,342100,340300,339000,341900,340100,339900,342000,340200,340000,342400,339500,340800,342300,340400,340400,342800,339900,340200,342700,340300,341200,343100,340100,341700,344300,341600,342600,342400,450600,357800,342000
#W oneshot crc_64_we 16 16384 500
